no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
3,0,1,2,0,0.0,0,245,2018,10,28,4,0.0,0.0,0.0,128.7,0,0
2,0,1,3,0,0.0,0,80,2018,3,17,4,0.0,0.0,0.0,80.33,1,1
2,0,1,1,0,0.0,0,7,2018,8,22,4,0.0,0.0,0.0,140.0,1,0
2,1,1,1,0,0.0,0,128,2017,8,8,4,0.0,0.0,0.0,76.5,2,1
2,0,2,1,0,0.0,0,100,2018,5,1,4,0.0,0.0,0.0,105.3,1,1
2,0,2,1,0,0.0,0,118,2018,4,3,4,0.0,0.0,0.0,87.3,1,0
1,0,0,3,0,0.0,0,166,2018,11,1,4,0.0,0.0,0.0,110.0,0,0
1,0,0,1,1,0.0,0,41,2017,9,4,3,0.0,0.0,0.0,83.0,0,1
2,0,2,2,0,0.0,0,174,2018,8,13,4,0.0,0.0,0.0,99.45,1,1
2,1,2,1,1,0.0,0,27,2017,12,27,3,0.0,0.0,0.0,104.5,3,1
2,0,2,6,0,0.0,0,2,2018,11,16,4,0.0,0.0,0.0,92.54,2,1
1,0,0,3,0,0.0,0,37,2018,10,13,3,0.0,0.0,0.0,95.0,0,1
1,0,0,2,0,0.0,0,188,2018,6,15,4,0.0,0.0,0.0,130.0,0,0
2,0,2,1,0,0.0,0,68,2018,1,2,3,0.6931471805599453,0.6931471805599453,0.0,63.0,1,1
2,0,1,2,0,0.0,3,189,2018,10,28,4,0.0,0.0,0.0,109.8,0,0
2,0,1,0,0,0.0,0,10,2018,5,16,4,0.0,0.0,0.0,103.0,0,1
3,0,2,1,0,0.0,3,19,2018,2,20,4,0.0,0.0,0.0,130.0,1,1
2,0,0,2,0,0.0,0,61,2018,3,23,4,0.0,0.0,0.0,117.0,0,0
2,0,0,4,0,0.0,3,95,2017,12,29,3,0.0,0.0,0.0,60.5,0,1
2,0,0,1,1,0.0,0,83,2017,9,30,3,0.0,0.0,0.0,112.2,0,1
2,0,1,3,0,0.0,0,37,2018,8,1,4,0.0,0.0,0.0,135.9,0,0
2,0,1,0,0,0.0,0,19,2018,7,25,4,0.0,0.0,0.0,151.0,1,0
2,2,0,2,0,0.0,5,22,2018,9,16,4,0.0,0.0,0.0,239.0,2,1
2,0,2,1,0,0.0,0,22,2017,12,26,4,0.0,0.0,0.0,59.09,0,1
2,0,2,5,0,0.0,0,151,2018,7,9,4,0.0,0.0,0.0,103.09,0,0
2,0,2,1,0,0.0,0,26,2018,2,28,3,0.0,0.0,0.0,87.0,0,1
3,0,1,0,0,0.0,3,27,2018,4,17,4,0.0,0.0,0.0,137.0,0,0
2,0,0,2,1,0.0,0,79,2018,6,24,3,0.0,0.0,0.0,109.0,0,1
2,0,1,1,1,0.0,0,247,2018,6,6,4,0.0,0.0,0.0,115.0,1,0
2,0,2,3,0,0.0,3,189,2018,7,17,4,0.0,0.0,0.0,99.45,1,1
2,0,0,2,1,0.0,0,320,2018,8,18,4,0.0,0.0,0.0,115.0,1,0
3,0,1,2,0,0.0,3,27,2018,2,22,4,0.0,0.0,0.0,130.0,2,1
1,0,1,0,0,0.0,0,51,2018,5,22,2,0.6931471805599453,0.0,1.3862943611198906,65.0,0,1
2,0,0,2,0,0.0,0,245,2018,6,17,4,0.0,0.0,0.0,75.0,0,0
2,1,1,2,0,0.0,0,52,2018,7,8,4,0.0,0.0,0.0,132.9,0,0
1,0,2,0,0,0.0,0,13,2017,10,18,4,0.0,0.0,0.0,120.0,0,1
2,0,0,2,3,0.0,0,46,2018,11,11,4,0.0,0.0,0.0,79.2,1,0
3,0,2,1,0,0.0,3,84,2018,8,28,4,0.0,0.0,0.0,159.3,0,0
1,0,0,2,0,0.0,0,188,2018,6,15,4,0.0,0.0,0.0,130.0,0,0
2,0,0,3,0,0.0,0,19,2017,10,6,3,0.6931471805599453,0.6931471805599453,0.0,90.0,0,1
2,0,0,2,0,0.0,3,67,2018,5,27,4,0.0,0.0,0.0,140.4,1,1
2,0,0,1,0,0.0,0,0,2017,8,11,4,0.0,0.0,0.0,75.0,0,1
2,0,0,2,1,0.0,0,273,2017,7,17,4,0.0,0.0,0.0,109.0,0,0
2,0,2,1,1,0.0,0,110,2017,7,25,4,0.0,0.0,0.0,94.5,0,0
1,0,0,1,0,0.0,0,0,2017,12,15,2,0.6931471805599453,0.0,0.6931471805599453,75.0,0,1
2,0,1,2,0,0.0,3,32,2017,10,23,3,0.0,0.0,0.0,75.0,1,1
2,0,2,1,0,0.0,0,282,2017,10,10,3,0.0,0.0,0.0,76.67,0,1
2,0,2,2,0,0.0,0,38,2018,10,2,4,0.0,0.0,0.0,126.0,0,1
2,0,1,1,3,0.0,0,175,2018,7,23,4,0.0,0.0,0.0,85.5,1,1
2,0,0,3,0,0.0,3,143,2018,8,18,4,0.0,0.0,0.0,140.7,0,0
2,0,2,2,0,0.0,3,127,2018,6,26,4,0.0,0.0,0.0,103.7,1,1
1,0,0,1,0,0.0,0,0,2017,9,8,4,0.0,0.0,0.0,142.0,0,1
2,1,2,5,0,0.0,0,95,2018,12,21,4,0.0,0.0,0.0,103.7,3,1
1,0,1,2,0,0.0,0,118,2018,6,6,3,0.0,0.0,0.0,110.0,0,1
2,0,0,3,0,0.0,0,45,2018,11,10,3,0.0,0.0,0.0,75.0,0,1
3,0,1,1,0,0.0,3,69,2018,7,25,4,0.0,0.0,0.0,137.7,0,1
2,0,0,1,3,0.0,0,57,2018,9,7,4,0.0,0.0,0.0,87.3,3,1
1,0,0,2,0,0.0,0,5,2018,8,24,1,0.6931471805599453,0.0,1.6094379124341003,0.0,4,1
2,0,0,2,1,0.0,0,39,2017,8,14,3,0.0,0.0,0.0,101.5,0,1
2,0,0,1,0,0.0,0,0,2018,2,24,4,0.0,0.0,0.0,97.0,1,1
3,0,1,1,0,0.0,3,89,2018,8,15,4,0.0,0.0,0.0,150.3,1,1
2,0,0,4,0,0.0,0,85,2018,3,29,4,0.0,0.0,0.0,82.45,0,1
1,0,0,1,0,0.6931471805599453,3,4,2018,7,1,2,0.6931471805599453,0.0,1.3862943611198906,103.0,1,1
1,0,2,6,0,0.0,0,11,2018,7,5,4,0.0,0.0,0.0,145.0,0,0
1,0,1,1,0,0.0,0,12,2018,7,11,4,0.0,0.0,0.0,145.0,1,1
2,0,2,2,0,0.0,3,77,2018,5,14,4,0.0,0.0,0.0,134.85,1,1
2,1,1,1,0,0.0,5,14,2018,10,22,4,0.0,0.0,0.0,168.25,1,1
1,0,2,1,0,0.0,0,1,2018,2,28,4,0.0,0.0,0.0,60.0,0,0
2,0,1,3,0,0.0,0,133,2018,6,13,3,0.0,0.0,0.0,76.0,0,1
2,0,1,2,0,0.0,0,3,2017,8,10,3,0.0,0.0,0.0,63.5,1,1
2,0,2,0,0,0.0,0,19,2018,9,18,3,0.0,0.0,0.0,95.0,0,1
2,0,2,2,0,0.0,3,86,2018,9,3,3,0.0,0.0,0.0,90.95,3,1
2,0,0,2,0,0.0,0,23,2017,10,16,4,0.0,0.0,0.0,98.4,2,1
2,0,0,1,0,0.0,0,65,2018,9,22,4,0.0,0.0,0.0,135.9,1,1
2,0,0,2,0,0.0,3,1,2018,11,16,4,0.0,0.0,0.0,130.0,1,1
2,0,0,1,0,0.0,3,66,2017,11,19,4,0.0,0.0,0.0,81.9,2,1
3,0,1,4,0,0.0,0,50,2018,2,22,4,0.0,0.0,0.0,78.85,1,1
2,0,2,3,1,0.0,0,87,2018,6,26,4,0.0,0.0,0.0,141.3,0,0
2,0,1,1,0,0.0,0,159,2018,4,9,3,0.0,0.0,0.0,70.0,1,1
2,0,2,3,1,0.0,0,39,2018,8,13,4,0.0,0.0,0.0,170.1,2,1
2,0,2,0,1,0.0,0,386,2018,10,23,4,0.0,0.0,0.0,115.0,1,0
2,2,0,5,0,0.0,5,22,2017,12,29,4,0.0,0.0,0.0,199.0,0,1
2,0,2,2,0,0.0,3,102,2018,7,10,3,0.0,0.0,0.0,82.45,0,1
4,0,0,3,0,0.0,6,86,2018,10,20,4,0.0,0.0,0.0,192.86,1,1
2,0,2,2,0,0.0,0,56,2017,9,25,3,0.0,0.0,0.0,185.0,0,1
2,0,2,6,0,0.0,0,36,2018,12,10,4,0.0,0.0,0.0,68.07,1,1
2,0,0,3,0,0.0,0,50,2018,10,4,4,0.0,0.0,0.0,118.8,1,1
2,0,0,2,0,0.0,3,115,2018,10,27,4,0.0,0.0,0.0,104.4,0,0
1,0,0,1,0,0.0,0,0,2018,3,23,2,0.6931471805599453,0.0,2.5649493574615367,65.0,0,1
2,0,1,3,3,0.0,0,35,2018,3,3,4,0.0,0.0,0.0,71.1,0,0
2,0,2,1,0,0.0,0,17,2018,5,21,3,0.0,0.0,0.0,95.0,0,1
2,0,4,11,0,0.0,3,237,2018,9,13,4,0.0,0.0,0.0,116.62,1,0
2,0,0,4,0,0.0,0,125,2018,9,7,4,0.0,0.0,0.0,136.0,2,1
2,2,2,2,0,0.0,5,32,2018,12,2,4,0.0,0.0,0.0,147.9,0,0
2,0,2,0,3,0.0,0,5,2018,9,18,3,0.0,0.0,0.0,123.7,0,1
2,0,2,1,0,0.0,0,91,2018,6,19,4,0.0,0.0,0.0,135.9,0,0
2,0,0,2,1,0.0,0,102,2017,10,16,3,0.0,0.0,0.0,109.0,0,1
3,0,2,1,0,0.0,3,9,2018,3,20,4,0.0,0.0,0.0,186.0,1,1
3,0,1,3,0,0.0,3,155,2018,12,26,4,0.0,0.0,0.0,115.6,1,0
2,2,0,1,0,0.0,5,0,2018,5,14,4,0.0,0.0,0.0,221.0,0,0
1,0,0,3,0,0.0,0,11,2017,9,15,2,0.0,0.0,0.0,65.0,0,1
1,0,0,1,0,0.0,0,0,2018,2,19,2,0.0,0.0,0.0,80.0,0,1
2,1,1,4,0,0.0,0,86,2018,3,23,3,0.0,0.0,0.0,73.83,0,1
1,0,0,1,0,0.6931471805599453,0,18,2018,10,18,2,0.6931471805599453,1.3862943611198906,2.995732273553991,67.0,0,1
2,0,0,2,0,0.0,0,58,2018,3,4,4,0.0,0.0,0.0,80.3,1,1
2,0,2,1,3,0.0,0,54,2018,4,30,3,0.0,0.0,0.0,85.0,0,1
2,1,2,3,0,0.0,0,25,2018,7,23,4,0.0,0.0,0.0,152.1,1,0
2,0,0,2,0,0.0,0,107,2017,9,9,4,0.0,0.0,0.0,89.25,1,1
1,0,0,4,1,0.0,0,100,2018,9,28,3,0.0,0.0,0.0,110.0,0,1
2,0,1,2,0,0.0,0,273,2018,5,13,4,0.0,0.0,0.0,95.0,0,0
2,0,0,1,3,0.0,0,29,2018,3,18,4,0.0,0.0,0.0,79.0,0,1
2,0,0,1,0,0.0,0,221,2018,8,12,4,0.0,0.0,0.0,80.0,0,0
2,0,2,2,0,0.0,0,213,2018,10,1,4,0.0,0.0,0.0,102.85,2,0
2,0,1,2,0,0.0,0,198,2018,9,9,4,0.0,0.0,0.0,90.0,0,0
2,0,1,2,0,0.0,1,81,2018,1,29,4,0.0,0.0,0.0,62.37,2,1
2,0,0,1,3,0.0,0,23,2018,4,8,4,0.0,0.0,0.0,98.0,0,1
2,0,0,3,0,0.0,0,26,2017,9,17,4,0.0,0.0,0.0,117.67,1,0
2,0,2,1,0,0.0,0,20,2018,6,18,4,0.0,0.0,0.0,141.0,1,1
2,1,1,3,0,0.0,5,124,2018,12,26,4,0.0,0.0,0.0,156.61,2,0
3,0,0,3,0,0.0,3,85,2018,8,3,4,0.0,0.0,0.0,152.1,0,0
2,0,0,1,0,0.0,0,167,2018,8,6,4,0.0,0.0,0.0,105.3,0,0
2,0,1,3,0,0.0,0,71,2018,5,30,4,0.0,0.0,0.0,119.85,1,1
2,0,0,2,0,0.0,0,48,2018,11,4,4,0.0,0.0,0.0,97.2,2,1
1,0,0,1,3,0.0,0,37,2018,5,13,4,0.0,0.0,0.0,116.1,0,1
3,0,2,2,0,0.0,3,76,2018,5,29,4,0.0,0.0,0.0,150.45,0,0
1,0,0,1,0,0.0,0,13,2018,1,20,3,0.0,0.0,0.0,71.0,0,1
1,0,1,0,0,0.0,0,3,2018,6,27,1,0.0,0.0,0.0,0.0,0,1
2,0,1,2,0,0.0,3,75,2017,12,7,3,0.0,0.0,0.0,60.0,0,1
1,0,0,1,0,0.0,0,5,2018,4,5,2,0.6931471805599453,0.0,0.6931471805599453,89.0,1,1
2,0,2,0,1,0.0,0,386,2018,10,23,4,0.0,0.0,0.0,115.0,1,0
2,0,1,1,0,0.0,0,180,2018,5,2,3,0.0,0.0,0.0,100.0,1,1
2,0,1,3,3,0.0,0,122,2018,11,14,4,0.0,0.0,0.0,75.9,2,0
2,0,1,2,0,0.0,0,224,2017,10,2,3,0.0,0.0,0.0,65.0,0,1
2,0,2,2,0,0.0,0,24,2018,5,29,4,0.0,0.0,0.0,104.55,2,1
1,0,2,2,0,0.0,0,162,2018,10,14,4,0.0,0.0,0.0,115.0,0,0
3,0,1,1,0,0.0,3,25,2018,7,2,4,0.0,0.0,0.0,187.0,0,0
1,0,0,1,0,0.0,0,1,2018,8,4,4,0.0,0.0,0.0,115.0,0,1
2,0,0,4,3,0.0,0,236,2018,9,27,4,0.0,0.0,0.0,84.43,1,0
2,0,2,3,0,0.0,0,120,2018,4,8,4,0.0,0.0,0.0,90.95,0,0
2,0,1,3,1,0.6931471805599453,3,12,2018,3,24,4,0.0,0.0,0.0,208.0,1,1
2,0,2,4,0,0.0,0,224,2018,9,3,4,0.0,0.0,0.0,97.18,1,0
1,0,0,4,1,0.0,0,33,2017,10,21,3,0.0,0.0,0.0,79.11,0,1
2,0,0,2,0,0.0,0,24,2018,5,13,1,0.0,0.0,0.0,0.0,0,1
2,0,0,1,0,0.0,3,22,2017,9,8,4,0.0,0.0,0.0,120.0,1,1
2,0,0,3,0,0.0,0,10,2017,10,20,4,0.0,0.0,0.0,126.0,1,1
2,0,0,2,0,0.0,0,15,2018,2,16,4,0.0,0.0,0.0,91.0,1,0
2,0,0,5,1,0.0,0,230,2018,9,6,4,0.0,0.0,0.0,137.0,0,0
2,0,0,4,0,0.0,0,54,2018,3,16,3,0.0,0.0,0.0,67.32,0,1
2,0,0,1,0,0.0,0,45,2017,10,23,4,0.0,0.0,0.0,81.62,0,1
3,0,1,3,1,0.0,3,63,2018,10,24,4,0.0,0.0,0.0,123.66,2,1
2,0,2,1,3,0.0,0,166,2018,8,6,4,0.0,0.0,0.0,94.5,1,1
2,0,1,4,0,0.0,0,148,2018,8,22,4,0.0,0.0,0.0,96.3,0,0
2,0,2,1,0,0.0,0,136,2018,8,13,4,0.0,0.0,0.0,88.01,1,1
2,0,1,3,0,0.0,0,37,2018,3,10,4,0.0,0.0,0.0,81.9,2,1
2,0,0,4,0,0.0,0,66,2018,5,11,4,0.0,0.0,0.0,119.85,1,1
1,0,0,1,0,0.0,0,11,2017,10,23,3,0.0,0.0,0.0,83.5,0,1
1,0,0,1,0,0.6931471805599453,0,1,2018,4,1,2,0.6931471805599453,0.0,1.3862943611198906,67.0,1,1
2,0,2,2,0,0.0,3,7,2018,6,19,4,0.0,0.0,0.0,156.0,1,1
2,0,0,1,0,0.0,0,43,2017,10,13,3,0.0,0.0,0.0,85.0,0,1
2,0,3,5,0,0.0,3,5,2018,4,4,4,0.0,0.0,0.0,126.75,0,0
2,0,1,1,1,0.0,0,247,2018,6,6,4,0.0,0.0,0.0,115.0,1,0
2,0,2,1,3,0.0,0,24,2018,10,16,4,0.0,0.0,0.0,107.1,1,0
1,0,0,1,0,0.0,0,53,2018,10,14,3,0.0,0.0,0.0,120.0,0,1
2,0,2,1,0,0.0,0,52,2018,11,19,4,0.0,0.0,0.0,93.6,2,1
2,0,0,1,0,0.0,0,56,2018,6,8,3,0.0,0.0,0.0,120.0,0,1
1,0,0,1,0,0.0,0,12,2018,6,8,3,0.0,0.0,0.0,90.0,1,1
2,0,0,5,0,0.0,0,230,2018,9,6,4,0.0,0.0,0.0,137.0,1,0
2,1,1,3,0,0.0,0,92,2018,10,31,4,0.0,0.0,0.0,106.43,1,0
1,0,0,3,3,0.0,0,2,2018,5,31,4,0.0,0.0,0.0,87.78,0,1
2,0,0,2,1,0.0,0,74,2017,9,18,3,0.0,0.0,0.0,101.5,0,1
2,0,0,1,3,0.0,0,82,2018,6,23,4,0.0,0.0,0.0,85.5,0,0
1,0,0,3,0,0.0,0,37,2018,10,13,3,0.0,0.0,0.0,95.0,0,1
2,0,2,2,0,0.0,3,147,2018,7,1,4,0.0,0.0,0.0,103.7,2,1
1,0,0,1,0,0.0,0,2,2017,8,26,2,0.0,0.0,0.0,65.0,0,1
2,0,2,6,0,0.0,0,166,2018,8,18,4,0.0,0.0,0.0,100.12,0,0
2,0,1,3,1,0.6931471805599453,0,28,2018,4,11,4,0.0,0.0,0.0,156.25,2,1
2,0,1,2,1,0.0,0,309,2018,5,13,4,0.0,0.0,0.0,101.0,0,0
2,0,1,3,1,0.6931471805599453,0,54,2018,7,4,4,0.0,0.0,0.0,161.1,0,1
2,0,1,3,3,0.6931471805599453,0,49,2018,12,8,4,0.0,0.0,0.0,83.8,2,1
2,1,0,1,0,0.6931471805599453,0,1,2018,6,18,4,0.0,0.0,0.0,168.0,2,1
2,0,2,1,0,0.0,0,0,2017,12,27,3,0.0,0.0,0.0,58.0,0,1
2,0,2,1,1,0.0,0,4,2017,8,8,3,0.0,0.0,0.0,94.5,0,1
2,0,0,4,0,0.0,0,60,2017,12,9,4,0.0,0.0,0.0,96.3,1,1
2,0,0,1,0,0.0,0,157,2017,8,14,4,0.0,0.0,0.0,76.5,1,1
2,0,2,3,0,0.0,0,268,2018,4,8,3,0.0,0.0,0.0,78.0,0,1
2,0,1,1,3,0.0,0,38,2018,9,26,4,0.0,0.0,0.0,112.59,0,0
2,2,2,1,0,0.0,6,30,2018,6,12,4,0.0,0.0,0.0,187.04,0,0
2,0,0,1,0,0.6931471805599453,0,2,2018,10,11,4,0.0,0.0,0.0,169.0,2,1
2,0,3,7,3,0.0,0,217,2018,12,5,4,0.0,0.0,0.0,46.63,1,1
2,0,0,3,0,0.0,0,143,2018,8,25,3,0.0,0.0,0.0,100.0,0,1
2,0,0,3,3,0.0,0,179,2018,10,19,4,0.0,0.0,0.0,85.5,2,1
1,0,0,2,0,0.0,0,188,2018,6,15,4,0.0,0.0,0.0,130.0,0,0
3,0,2,2,0,0.0,3,94,2018,7,8,4,0.0,0.0,0.0,146.7,1,1
1,0,0,2,0,0.0,0,32,2017,11,20,3,0.0,0.0,0.0,73.0,0,1
3,0,2,2,0,0.0,5,2,2018,4,1,4,0.0,0.0,0.0,143.22,2,1
2,0,0,3,0,0.0,0,70,2017,10,22,4,0.0,0.0,0.0,89.25,1,1
2,0,1,0,3,0.0,0,4,2018,9,19,3,0.0,0.0,0.0,85.0,0,1
2,0,2,0,0,0.0,0,34,2018,2,28,1,0.0,0.0,0.0,6.5,1,1
2,2,0,1,0,0.0,1,16,2018,3,8,4,0.0,0.0,0.0,83.03,0,0
2,0,1,3,0,0.0,0,24,2018,2,11,4,0.0,0.0,0.0,91.0,0,0
2,0,2,2,3,0.0,0,78,2018,4,10,4,0.0,0.0,0.0,80.75,1,1
2,0,1,2,0,0.0,0,305,2018,11,4,4,0.0,0.0,0.0,89.0,0,0
2,0,0,3,0,0.0,0,37,2018,10,13,3,0.0,0.0,0.0,105.0,0,1
2,0,2,5,0,0.0,0,98,2018,4,30,4,0.0,0.0,0.0,109.81,0,1
2,0,1,3,0,0.0,3,14,2018,12,5,4,0.0,0.0,0.0,70.88,0,1
1,0,0,2,3,0.0,0,44,2018,11,23,4,0.0,0.0,0.0,83.6,2,1
1,0,2,1,0,0.0,0,1,2018,2,28,4,0.0,0.0,0.0,60.0,0,0
2,0,0,3,0,0.0,0,213,2018,6,7,4,0.0,0.0,0.0,130.0,0,0
1,0,1,1,0,0.0,0,5,2018,4,4,4,0.0,0.0,0.0,95.0,1,1
2,0,0,1,1,0.0,0,55,2018,4,6,3,0.0,0.0,0.0,104.0,0,1
2,0,0,3,0,0.0,3,139,2018,2,11,3,0.0,0.0,0.0,62.0,1,1
2,0,2,1,0,0.0,1,44,2018,4,23,3,0.0,0.0,0.0,95.0,0,1
1,0,2,1,1,0.0,3,18,2018,2,28,4,0.0,0.0,0.0,145.0,1,1
1,0,1,0,0,0.0,0,0,2018,10,17,2,0.0,0.0,0.0,95.0,0,1
1,0,0,2,0,0.0,0,192,2018,6,24,3,0.0,0.0,0.0,95.0,0,1
2,0,2,4,0,0.0,0,152,2018,6,18,3,0.0,0.0,0.0,80.75,0,1
3,0,0,4,0,0.0,3,42,2018,8,30,4,0.0,0.0,0.0,142.2,2,1
3,0,2,3,0,0.0,3,209,2018,10,21,4,0.0,0.0,0.0,128.7,1,0
2,0,2,3,0,0.0,0,69,2018,3,20,4,0.0,0.0,0.0,90.95,1,1
2,0,1,2,0,0.0,0,80,2018,11,18,4,0.0,0.0,0.0,93.6,2,1
2,0,1,2,0,0.0,3,49,2017,11,9,3,0.0,0.0,0.0,60.0,0,1
1,0,0,3,0,0.0,0,143,2018,8,25,3,0.0,0.0,0.0,90.0,0,1
2,0,2,1,3,0.0,0,67,2017,12,5,4,0.0,0.0,0.0,95.4,2,1
2,0,0,2,0,0.0,0,41,2018,10,21,4,0.0,0.0,0.0,160.0,1,0
2,0,2,1,0,0.0,3,154,2018,10,30,4,0.0,0.0,0.0,104.1,2,0
2,0,0,1,1,0.0,0,55,2018,4,6,3,0.0,0.0,0.0,104.0,0,1
2,0,0,4,0,0.0,0,2,2018,8,3,3,0.0,0.0,0.0,109.0,0,1
2,0,2,4,0,0.0,3,99,2018,4,10,4,0.0,0.0,0.0,93.78,1,0
1,0,0,2,0,0.0,0,14,2017,10,14,2,0.0,0.0,0.0,95.0,0,1
1,0,0,1,3,0.0,0,0,2018,10,15,4,0.0,0.0,0.0,140.0,0,1
2,0,1,3,0,0.0,0,22,2017,12,24,4,0.0,0.0,0.0,87.0,1,1
1,0,2,1,0,0.0,3,7,2018,3,5,4,0.0,0.0,0.0,85.85,1,1
2,0,1,3,0,0.0,3,84,2018,3,24,4,0.0,0.0,0.0,99.45,0,1
2,0,0,4,0,0.0,3,109,2018,5,4,4,0.0,0.0,0.0,120.28,1,1
1,0,0,3,0,0.0,0,71,2018,6,14,3,0.0,0.0,0.0,120.0,0,1
2,0,2,0,0,0.0,0,4,2018,4,3,4,0.0,0.0,0.0,77.77,1,1
1,0,0,3,0,0.0,0,71,2018,6,14,3,0.0,0.0,0.0,120.0,0,1
2,0,0,1,3,0.0,0,58,2018,6,10,4,0.0,0.0,0.0,116.1,1,1
3,0,0,1,1,0.0,3,133,2018,7,23,4,0.0,0.0,0.0,189.0,0,0
2,0,2,1,0,0.0,3,27,2018,6,26,4,0.0,0.0,0.0,152.67,0,0
2,0,2,3,0,0.0,0,27,2018,2,4,4,0.0,0.0,0.0,66.31,1,1
1,0,0,1,0,0.0,0,9,2017,9,10,4,0.0,0.0,0.0,95.0,2,1
2,1,0,3,0,0.0,0,86,2018,12,8,4,0.0,0.0,0.0,122.0,0,0
2,0,0,3,0,0.0,0,13,2017,12,17,3,0.0,0.0,0.0,58.0,0,1
2,0,1,3,0,0.0,0,0,2018,12,5,4,0.0,0.0,0.0,89.89,1,1
2,0,0,2,0,0.0,3,5,2018,6,21,4,0.0,0.0,0.0,156.0,1,1
2,0,1,3,0,0.0,3,82,2018,3,24,4,0.0,0.0,0.0,99.45,0,1
2,1,0,2,0,0.0,5,330,2018,8,31,4,0.0,0.0,0.0,172.8,0,0
2,0,1,3,3,0.0,0,3,2018,8,22,4,0.0,0.0,0.0,98.56,1,1
1,0,0,1,0,0.0,0,35,2018,3,10,4,0.0,0.0,0.0,71.1,0,0
1,0,6,15,0,0.0,3,12,2018,3,30,4,0.0,0.0,0.0,128.06,0,0
1,0,0,1,0,0.0,0,0,2018,11,19,1,0.0,0.0,0.0,0.0,0,1
2,1,0,1,0,0.0,0,7,2018,4,7,4,0.0,0.0,0.0,106.0,1,1
2,0,0,4,0,0.0,3,47,2018,9,27,4,0.0,0.0,0.0,130.61,1,0
2,0,2,3,3,0.0,0,117,2018,6,17,4,0.0,0.0,0.0,105.74,1,1
2,0,0,2,0,0.0,3,2,2018,6,10,4,0.0,0.0,0.0,136.0,1,1
2,0,0,1,0,0.0,0,26,2018,6,8,3,0.0,0.0,0.0,120.0,0,1
2,0,2,2,3,0.0,0,75,2018,12,2,4,0.0,0.0,0.0,74.8,1,1
2,0,0,2,1,0.0,0,256,2018,6,15,4,0.0,0.0,0.0,112.0,1,0
2,1,1,0,0,0.0,0,137,2018,8,21,4,0.0,0.0,0.0,121.5,2,1
2,0,0,4,0,0.0,0,92,2017,10,7,3,0.0,0.0,0.0,70.0,0,1
1,0,0,1,0,0.0,0,1,2018,11,29,3,0.0,0.0,0.0,75.0,0,1
2,0,0,1,0,0.0,0,18,2018,1,2,3,0.0,0.0,0.0,54.0,0,1
2,0,1,2,0,0.0,0,78,2018,3,25,4,0.0,0.0,0.0,100.0,0,0
1,0,0,1,0,0.0,3,8,2018,4,23,1,0.0,0.0,0.0,0.0,2,1
1,2,4,9,0,0.0,5,30,2018,11,2,4,0.0,0.0,0.0,186.22,0,0
2,0,2,0,3,0.0,0,117,2018,11,13,4,0.0,0.0,0.0,79.2,0,1
2,0,1,1,0,0.0,0,10,2018,3,19,4,0.0,0.0,0.0,103.0,0,1
2,0,2,2,0,0.0,0,56,2017,9,25,3,0.0,0.0,0.0,185.0,0,1
2,0,0,2,0,0.0,0,8,2017,10,20,4,0.0,0.0,0.0,135.0,1,1
2,0,2,0,1,0.0,0,386,2018,10,23,4,0.0,0.0,0.0,115.0,1,0
2,0,0,2,1,0.0,0,273,2017,7,17,4,0.0,0.0,0.0,109.0,0,0
2,0,0,1,0,0.0,0,33,2018,11,26,4,0.0,0.0,0.0,104.0,1,0
3,0,2,5,0,0.0,3,184,2018,8,3,4,0.0,0.0,0.0,130.05,3,1
2,0,1,3,0,0.0,0,232,2018,9,5,4,0.0,0.0,0.0,100.3,0,0
1,0,0,2,0,0.0,0,188,2018,6,15,4,0.0,0.0,0.0,130.0,0,0
2,0,0,2,1,0.0,0,102,2017,10,16,3,0.0,0.0,0.0,109.0,0,1
2,0,2,2,0,0.0,3,45,2018,10,7,4,0.0,0.0,0.0,139.5,1,0
1,0,0,1,0,0.0,0,1,2018,2,3,2,0.0,0.0,0.0,66.0,1,1
2,0,2,2,0,0.0,0,63,2018,9,3,4,0.0,0.0,0.0,106.88,2,1
2,0,2,2,0,0.0,3,89,2018,9,16,4,0.0,0.0,0.0,149.4,1,1
1,0,0,2,0,0.0,0,63,2018,4,26,4,0.0,0.0,0.0,109.35,2,1
2,0,0,3,0,0.0,0,304,2018,11,3,4,0.0,0.0,0.0,89.0,0,0
1,0,2,1,0,0.0,0,1,2018,4,9,4,0.0,0.0,0.0,115.0,1,1
1,0,0,1,0,0.0,0,51,2018,3,16,2,0.0,0.0,0.0,85.5,0,1
2,0,0,2,0,0.0,3,110,2018,4,20,4,0.0,0.0,0.0,90.95,0,1
2,0,2,1,0,0.0,3,20,2018,7,30,4,0.0,0.0,0.0,117.55,1,1
2,0,0,1,3,0.0,0,50,2018,10,19,4,0.0,0.0,0.0,108.0,1,0
2,0,0,3,0,0.0,3,48,2018,10,11,4,0.0,0.0,0.0,139.5,1,1
2,0,0,3,0,0.0,4,96,2018,9,13,4,0.0,0.0,0.0,129.88,0,0
2,0,1,4,0,0.0,0,148,2017,12,30,3,0.0,0.0,0.0,67.0,0,1
